,SSC_CODE_2016,SSC_NAME_2016,1st_language,2nd_language,3rd_language,Latitude,Longitude,Primary_school_ranking,Secondary_school_ranking,yr12_school_ranking,The median of Housing price (k Dollars)
441,14236,Werrington County,18.0,24.0,20,-33.7478023,150.7475824,0,0,0,0.0
442,10767,Cambridge Gardens,32.0,44.0,42,-33.738,150.721,0,0,0,0.0
443,11105,Cranebrook,42.0,31.0,2,-33.72088,150.71302,0,0,0,0.0
444,12363,Llandilo,31.0,24.0,7,-33.7061,150.7453,0,0,0,0.0
445,10850,Castlereagh,31.0,18.0,17,-33.6719,150.6784,0,0,0,0.0
446,13184,Penrith,32.0,44.0,2,-33.7506759,150.687674,0,['14'],['45'],640.0
447,12042,Jordan Springs,20.0,44.0,38,-33.724,150.728,0,0,0,0.0
448,11418,Emu Plains,18.0,2.0,9,-33.75206,150.65967,0,0,0,723.0
449,12304,Leonay,17.0,36.0,18,-33.76506,150.64568,0,0,0,815.0
450,11417,Emu Heights,17.0,2.0,44,-33.73521,150.6503,0,0,0,697.0
451,11670,Glenmore Park,38.0,2.0,44,-33.79,150.676,0,0,0,720.0
452,13346,Regentville,24.0,9.0,46,-33.7711622,150.6604462,0,0,0,733.0
453,12000,Jamisontown,2.0,32.0,24,-33.76829,150.67238,0,0,0,650.0
454,13596,South Penrith,2.0,32.0,18,-33.7715054,150.7011034,0,0,0,652.0
455,12163,Kingswood,38.0,30.0,32,-33.759,150.72,0,0,0,0.0
456,10743,Caddens,38.0,30.0,32,-33.7745325,150.7374139,0,0,0,0.0
457,14235,Werrington,44.0,34.0,2,-33.75943,150.74708,0,['80'],0,0.0
458,10918,Claremont Meadows,2.0,44.0,50,-33.779,150.753,0,0,0,0.0
459,14101,Wallacia,31.0,24.0,18,-33.865,150.64,0,0,0,780.0
460,12814,Mulgoa,2.0,31.0,24,-33.8461,150.6525,0,0,0,1000.0
461,12419,Luddenham,24.0,2.0,9,-33.8807,150.7146,0,0,0,1900.0
462,10132,Badgerys Creek,7.0,2.0,24,-33.8828765,150.7608502,0,0,0,0.0
463,13095,Orchard Hills,31.0,2.0,24,-33.7923295,150.7330734,0,['59'],0,0.0
464,13360,Richmond,29.0,17.0,32,-33.6,150.75,0,0,0,625.0
465,13002,North Richmond,31.0,24.0,7,-33.5817778,150.7150959,0,0,0,0.0
466,10021,Agnes Banks,31.0,29.0,18,-33.61529,150.71616,0,0,0,0.0
467,11917,Hobartville,29.0,14.0,42,-33.60458,150.74298,0,0,0,600.0
468,13601,South Windsor,31.0,18.0,2,-33.62535,150.80437,0,0,0,620.0
469,14325,Windsor,32.0,2.0,42,-33.615,150.817222,0,0,0,653.0
470,10411,Bligh Park,31.0,42.0,18,-33.638,150.799,0,0,0,660.0
471,14326,Windsor Downs,31.0,42.0,24,-33.657,150.81,0,0,0,1600.0
472,12375,Londonderry,31.0,2.0,32,-33.6485,150.7355,0,0,0,1300.0
473,10305,Berkshire Park,31.0,2.0,7,-33.6886,150.78165,0,0,0,0.0
474,11438,Erskine Park,2.0,44.0,14,-33.81323,150.80143,0,0,0,0.0
475,13632,St Clair,2.0,44.0,42,-33.7987,150.7824,0,0,0,0.0
476,10987,Colyton,2.0,20.0,44,-33.7830958,150.7954903,0,0,0,580.0
477,13110,Oxley Park,2.0,0.0,20,-33.7709,150.7934,0,0,0,615.0
478,13643,St Marys,44.0,2.0,40,-33.769979,150.7734575,0,0,0,585.0
479,13007,North St Marys,2.0,44.0,40,-33.749,150.782,0,0,0,548.0
480,13547,Silverwater,28.0,2.0,32,-33.8339902,151.0482995,0,0,0,950.0
481,12953,Newington,28.0,32.0,7,-33.839,151.055,0,0,0,1200.0
