,MB_CODE_2016,SSC_CODE_2016,SSC_NAME_2016,STATE_CODE_2016,STATE_NAME_2016,AREA_ALBERS_SQKM
35063,10318290000,10534,Bowna,1,New South Wales,40.9566
35071,10318630000,14442,Wymah,1,New South Wales,25.6795
35084,10318730000,12716,Moorwatha,1,New South Wales,6.4511
35087,11205794000,10686,Bungowannah,1,New South Wales,14.385
35102,11007890000,13738,Talmalmo,1,New South Wales,2.9531
35103,10319410000,14413,Woomargama,1,New South Wales,0.2461
35121,10000960000,13622,Springdale Heights,1,New South Wales,0.0244
35335,10358432000,11874,Hay (NSW),1,New South Wales,0.0603
35343,10358270000,11875,Hay South,1,New South Wales,0.0683
35378,11205324600,10484,Booligal,1,New South Wales,746.925
35379,11205724700,13086,One Tree,1,New South Wales,995.7741
35394,11204661300,12525,Maude (NSW),1,New South Wales,970.9079
35407,10358632000,10502,Booroorban,1,New South Wales,315.4765
35414,10838090000,11693,Gol Gol,1,New South Wales,0.1071
35429,11205302400,13936,Trentham Cliffs,1,New South Wales,4.1425
35433,11205612600,10696,Buronga,1,New South Wales,0.7233
35438,11205593300,12809,Mourquong,1,New South Wales,4.3526
35442,10837483000,14225,Wentworth (NSW),1,New South Wales,1.0565
35455,11205645000,11041,Coomealla,1,New South Wales,0.3727
35457,11210022000,11206,Dareton,1,New South Wales,0.1703
35489,11205313300,11170,Curlwaa,1,New South Wales,5.3632
35509,11204655100,10436,Boeill Creek,1,New South Wales,21.7807
35527,10031260000,11468,Euston,1,New South Wales,7.1387
35540,11204737300,13240,Pomona (NSW),1,New South Wales,2.7865
35554,10837450000,12458,Mallee,1,New South Wales,134.5645
35555,10837460000,12673,Monak,1,New South Wales,15.1475
35558,11205737900,13150,Paringi,1,New South Wales,109.5529
35561,10837410000,13143,Pan Ban,1,New South Wales,66.4542
35562,10837420000,10092,Arumpo,1,New South Wales,23.4628
35563,11204645800,12708,Moorara,1,New South Wales,1534.3149
35575,10803301000,13902,Tooleybuc,1,New South Wales,115.6553
35576,10803200000,11701,Goodnight,1,New South Wales,93.1753
35578,10803210000,12222,Kyalite,1,New South Wales,81.1278
35580,10836830000,13437,Rufus,1,New South Wales,113.0123
35581,11204643800,13148,Para,1,New South Wales,686.6777
35584,10837330000,10051,Anabranch North,1,New South Wales,20.4528
35588,10837360000,10052,Anabranch South,1,New South Wales,14.7931
35592,11204880600,11403,Ellerslie (Wentworth - NSW),1,New South Wales,23.1272
35594,11205818700,13212,Pine Camp,1,New South Wales,1855.1806
35606,11205101400,10168,Balranald,1,New South Wales,3189.7965
35607,10031520000,13107,Oxley (Balranald - NSW),1,New South Wales,13.3982
35608,10802830000,14198,Waugorah,1,New South Wales,8.5429
35609,10802630000,12694,Moolpa,1,New South Wales,1.7774
35613,10802900000,14462,Yanga,1,New South Wales,13.2118
35615,11205687900,10917,Clare (NSW),1,New South Wales,1.9718
35621,10031170000,12844,Mungo,1,New South Wales,98.9766
35631,10029790000,11870,Hatfield,1,New South Wales,3.7901
35638,10030360000,11083,Corrong,1,New South Wales,2.0479
35687,10237500000,11080,Corowa,1,New South Wales,0.0079
35803,11204679900,12830,Mulwala,1,New South Wales,0.0452
35818,11010090000,10973,Collendina,1,New South Wales,0.5095
35850,10238250000,13365,Ringwood (NSW),1,New South Wales,2.4192
35851,10236960000,12414,Lowesdale,1,New South Wales,0.25
35853,10238180000,11933,Hopefield,1,New South Wales,13.901
35856,10238351000,13349,Rennie,1,New South Wales,114.4776
35864,11207880000,13341,Redlands,1,New South Wales,61.9809
35869,10318360000,11710,Goombargana,1,New South Wales,24.0246
35870,10318210000,10159,Balldale,1,New South Wales,27.816999999999997
35876,10320660000,13311,Rand,1,New South Wales,109.3684
35877,11205479000,11223,Daysdale,1,New South Wales,0.3528
35880,10236900000,11072,Coreen,1,New South Wales,3.7692
35883,10236850000,13059,Oaklands,1,New South Wales,93.3237
35892,11205864900,13496,Savernake,1,New South Wales,250.03799999999998
35895,10238332000,13488,Sanger,1,New South Wales,51.5589
35899,10236772000,11950,Howlong,1,New South Wales,0.1155
35910,10793100000,14052,Urana,1,New South Wales,0.0796
36025,10240842000,11237,Deniliquin,1,New South Wales,0.1148
36157,10231262000,12374,Logie Brae,1,New South Wales,57.2734
36158,11205298300,11863,Hartwood,1,New South Wales,178.5047
36159,10231252000,11071,Coree,1,New South Wales,125.7945
36160,10231271000,12340,Lindifferon,1,New South Wales,175.325
36161,11205770900,12537,Mayrung,1,New South Wales,93.1181
36163,10528930000,12522,Mathoura,1,New South Wales,0.1847
36177,10803740000,10199,Barham,1,New South Wales,0.0457
36208,10802800000,14090,Wakool,1,New South Wales,0.0077
36214,11204538700,12743,Moulamein,1,New South Wales,0.2553
36222,11205299200,12195,Koraleigh,1,New South Wales,0.5039
36231,10802960000,12456,Mallan,1,New South Wales,1.7953
36232,10803270000,12105,Keri Keri,1,New South Wales,560.1764
36236,10803820000,13910,Tooranie,1,New South Wales,182.0835
36238,10803380000,11165,Cunninyeuk,1,New South Wales,175.4744
36241,11205819700,13656,Steam Plains,1,New South Wales,599.4356
36242,11204885100,14133,Wanganella,1,New South Wales,88.0852
36243,11205731200,14308,Willurah,1,New South Wales,349.287
36246,10231110000,10998,Conargo,1,New South Wales,1.9677
36248,11205301800,12719,Morago,1,New South Wales,4.8938
36255,10231321000,12428,Mabins Well,1,New South Wales,283.8227
36256,10231322000,12700,Moonbria,1,New South Wales,265.3284
36260,10231383000,11555,Four Corners,1,New South Wales,74.0916
36263,11205112000,10211,Barratta (NSW),1,New South Wales,659.3342
36265,10802650000,12562,Mellool,1,New South Wales,0.9804
36266,10802890000,13670,Stony Crossing,1,New South Wales,2.2276
36269,11205109100,12852,Murray Downs,1,New South Wales,166.7623
36272,10803460000,10955,Cobramunga,1,New South Wales,104.5693
36274,10803850000,14265,Wetuppa,1,New South Wales,51.0299
36277,10803440000,11257,Dilpurra,1,New South Wales,153.5242
36280,10803360000,13606,Speewa,1,New South Wales,126.3308
36286,11205051200,10700,Burraboi,1,New South Wales,131.0689
36288,10803420000,12971,Noorong,1,New South Wales,4.6647
36289,10803430000,11250,Dhuragoon,1,New South Wales,159.8472
36293,10803120000,13953,Tullakool,1,New South Wales,0.4539
36294,10803070000,11697,Gonn,1,New South Wales,4.5725
36299,10803830000,12963,Niemur,1,New South Wales,270.0819
36307,10527880000,10754,Calimo,1,New South Wales,1.551
36312,10528733000,10751,Caldwell,1,New South Wales,63.8221
36316,10528751000,13754,Tantonan,1,New South Wales,173.9798
36341,10529040000,10688,Bunnaloo,1,New South Wales,43.7199
36342,11205816500,13854,Thule,1,New South Wales,30.1533
36343,11205329700,12654,Moama,1,New South Wales,9.2064
36346,10528780000,14367,Womboota,1,New South Wales,77.3703
36363,10528980000,10071,Aratula (NSW),1,New South Wales,136.0307
36365,10528990000,10659,Bullatale,1,New South Wales,331.9621
36389,11204838600,13857,Thyra,1,New South Wales,80.0411
36391,10231351000,14159,Warragoon,1,New South Wales,170.65599999999998
36392,10231352000,10376,Birganbigil,1,New South Wales,92.7051
36395,10231363000,13215,Pine Lodge (NSW),1,New South Wales,65.0536
36396,10231181000,10412,Blighty,1,New South Wales,98.0342
36397,10231361000,12881,Myrtle Park,1,New South Wales,83.694
36399,10231362000,13972,Tuppal,1,New South Wales,92.02
36401,10231272000,13683,Stud Park,1,New South Wales,118.0982
36402,11205706900,13263,Pretty Pine,1,New South Wales,162.5349
36404,10231273000,14130,Wandook,1,New South Wales,74.2484
36503,10083400000,10205,Barooga,1,New South Wales,0.0538
36519,10083530000,13886,Tocumwal,1,New South Wales,0.0341
36580,10084340000,12260,Lalalty,1,New South Wales,69.4212
36586,10084220000,11520,Finley,1,New South Wales,55.0732
36594,10084570000,10318,Berrigan,1,New South Wales,66.6173
36598,10084460000,10486,Boomanoomana,1,New South Wales,19.0046
36619,10400211000,12447,Mairjimmy,1,New South Wales,92.2727
36622,11205724100,13050,Nyora (NSW),1,New South Wales,78.0597
36690,10400100000,12014,Jerilderie,1,New South Wales,0.0636
36744,10400170000,10677,Bundure,1,New South Wales,80.9663
36746,10399910000,11578,Gala Vale,1,New South Wales,1.7025
36751,10400131000,10080,Argoon (NSW),1,New South Wales,214.1176
36758,10008400000,10085,Armidale,1,New South Wales,1.8617
37180,10336383000,11822,Guyra,1,New South Wales,0.0392
37195,11205145600,13586,South Guyra,1,New South Wales,0.204
37229,10336050000,10150,Baldersleigh,1,New South Wales,164.3569
37230,11205457100,11305,Dumaresq,1,New South Wales,32.5919
37232,10010850000,10499,Boorolong,1,New South Wales,238.2666
37234,10335960000,10623,Brushy Creek,1,New South Wales,90.1775
37242,10336890000,13943,Tubbamurra,1,New South Wales,52.0394
37243,10336900000,11750,Green Hills (Armidale Regional - NSW),1,New South Wales,45.5463
37244,10336030000,12364,Llangothlin,1,New South Wales,4.1203
37246,10336870000,13065,Oban,1,New South Wales,72.607
37249,10336860000,10131,Backwater,1,New South Wales,126.3462
37250,10336590000,10286,Ben Lomond (NSW),1,New South Wales,79.2493
37252,10336090000,11486,Falconer,1,New South Wales,49.8511
37254,10336880000,10146,Bald Blair,1,New South Wales,101.2316
37256,10010932000,11337,Duval,1,New South Wales,18.407
37257,10336170000,10387,Black Mountain (NSW),1,New South Wales,30.1758
37263,10011451000,13865,Tilbuster,1,New South Wales,39.5477
37266,10010972000,11271,Donald Creek,1,New South Wales,18.442
37267,10011250000,13810,Thalgarrah,1,New South Wales,25.2129
37273,10011610000,13268,Puddledock,1,New South Wales,20.9865
37275,10011030000,10008,Aberfoyle,1,New South Wales,98.7414
37277,10336150000,14376,Wongwibinda,1,New South Wales,121.2689
37278,10336710000,14146,Wards Mistake,1,New South Wales,170.6387
37280,10336840000,12184,Kookabookra,1,New South Wales,136.2723
37283,10011580000,12425,Lyndhurst (Armidale Regional - NSW),1,New South Wales,181.4023
37285,10336910000,10585,Brockley,1,New South Wales,74.324
37288,10011260000,12594,Metz,1,New South Wales,34.9538
37289,10011280000,11907,Hillgrove (Armidale Regional - NSW),1,New South Wales,0.2153
37302,10921520000,14356,Wollomombi,1,New South Wales,5.8802
37306,10011110000,12010,Jeogla,1,New South Wales,160.2825
37307,10011120000,11372,Ebor,1,New South Wales,14.038
37330,10792080000,14051,Uralla (NSW),1,New South Wales,0.146
37360,10792390000,13495,Saumarez Ponds,1,New South Wales,4.1249
37364,10792320000,11983,Invergowrie,1,New South Wales,10.1021
37372,10792420000,10075,Arding,1,New South Wales,15.4158
37374,10792411000,13494,Saumarez,1,New South Wales,26.9178
37377,10921790000,10846,Castle Doyle,1,New South Wales,0.5489
37378,10011200000,11200,Dangarsleigh,1,New South Wales,63.1057
37380,10011540000,12087,Kellys Plains,1,New South Wales,7.1135
37387,10011390000,11424,Enmore (Armidale Regional - NSW),1,New South Wales,8.8049
37390,10792920000,11724,Gostwyck,1,New South Wales,83.8667
37396,10792110000,13465,Salisbury Plains,1,New South Wales,235.6491
37398,10792930000,12610,Mihi,1,New South Wales,84.8236
37399,10792870000,14492,Yarrowyck,1,New South Wales,157.3919
37400,10792222000,10012,Abington (NSW),1,New South Wales,174.3142
37402,10792190000,13921,Torryburn (Uralla - NSW),1,New South Wales,150.0934
37406,10768130000,12102,Kentucky,1,New South Wales,109.2138
37409,10792100000,14361,Wollun,1,New South Wales,63.9849
37410,10792090000,12103,Kentucky South,1,New South Wales,49.3526
37411,10792820000,10144,Balala,1,New South Wales,85.9058
37412,11208110000,10141,Bakers Creek (Uralla - NSW),1,New South Wales,161.5919
37413,10792221000,10776,Camerons Creek,1,New South Wales,161.1154
37414,10792270000,12160,Kingstown,1,New South Wales,55.0376
37418,10792780000,13390,Rocky River (Uralla - NSW),1,New South Wales,2.3876
37434,10804010000,14093,Walcha,1,New South Wales,0.1867
37469,11205600200,14400,Woolbrook,1,New South Wales,0.1891
37475,11204587800,14094,Walcha Road,1,New South Wales,116.6652
37505,11014250000,13026,Nowendoc,1,New South Wales,21.8962
37535,11014110000,14491,Yarrowitch,1,New South Wales,1.068
37554,10281270000,13665,Stonehenge (NSW),1,New South Wales,21.3515
37555,10280600000,12262,Lambs Valley (Glen Innes Severn - NSW),1,New South Wales,23.4321
37558,10280610000,11576,Furracabad,1,New South Wales,47.1544
37561,10281240000,11649,Glen Innes,1,New South Wales,30.5756
37568,11205827400,11414,Emmaville,1,New South Wales,0.0855
37574,10280410000,11231,Deepwater (NSW),1,New South Wales,0.1583
37672,10280130000,12521,Matheson,1,New South Wales,132.4504
37673,10280150000,13338,Reddestone,1,New South Wales,144.4988
37674,11207790000,14220,Wellingrove,1,New South Wales,249.2765
37679,10280140000,13314,Rangers Valley,1,New South Wales,125.2367
37680,10280203000,13652,Stannum,1,New South Wales,15.1609
37681,10280202000,13919,Torrington (NSW),1,New South Wales,21.4277
37682,10280201000,14222,Wellington Vale,1,New South Wales,91.2044
37685,10281820000,12689,Moogem,1,New South Wales,136.4118
37686,10280470000,11314,Dundee,1,New South Wales,6.1868
37689,10281513000,10803,Capoompeta,1,New South Wales,37.3317
37692,10281530000,14490,Yarrowford,1,New South Wales,31.8597
37697,10281860000,12736,Morven (Glen Innes Severn - NSW),1,New South Wales,116.2044
37703,10280162000,11253,Diehard,1,New South Wales,24.8779
37704,10280163000,12157,Kingsgate,1,New South Wales,26.0372
37705,10280560000,13333,Red Range,1,New South Wales,103.3207
37706,10280490000,13526,Shannon Vale,1,New South Wales,21.9631
37707,10280170000,11647,Glen Elgin,1,New South Wales,29.2361
37709,10280190000,10148,Bald Nob,1,New South Wales,69.977
37713,10281571000,11614,Gibraltar Range,1,New South Wales,283.4743
37728,10281450000,11657,Glencoe (NSW),1,New South Wales,0.2363
37729,10281420000,12778,Mount Mitchell,1,New South Wales,46.7359
37730,10281560000,12528,Maybole,1,New South Wales,41.9309
37731,11205396900,11651,Glen Nevis,1,New South Wales,113.0816
37738,11002350000,12658,Moggs Swamp,1,New South Wales,1.3430000000000002
37746,10281620000,13219,Pinkett,1,New South Wales,125.7111
37758,10399580000,11981,Inverell,1,New South Wales,0.0687
37929,11204976000,10099,Ashford (NSW),1,New South Wales,0.4811
37937,10336540000,13874,Tingha,1,New South Wales,0.1187
37946,10398200000,14514,Yetman,1,New South Wales,922.4166
37947,10398130000,10104,Atholwood,1,New South Wales,402.2383
37949,10398250000,13809,Texas (NSW),1,New South Wales,163.748
37950,10989520000,10779,Camp Creek (NSW),1,New South Wales,60.5803
37960,10398210000,13991,Twin Rivers,1,New South Wales,291.0002
37961,11204700400,10671,Bundarra,1,New South Wales,0.1899
37969,10397620000,11618,Gilgai,1,New South Wales,0.0085
37978,10989450000,13210,Pindaroi,1,New South Wales,20.7623
37981,10398260000,10473,Bonshaw (NSW),1,New South Wales,430.9693
37985,10398330000,13384,Rocky Creek (Inverell - NSW),1,New South Wales,167.0512
37988,10398320000,14500,Yellow Dam,1,New South Wales,108.2386
37994,10398310000,12332,Limestone (NSW),1,New South Wales,112.5269
37995,10338220000,11736,Graman,1,New South Wales,53.3949
37997,10398190000,11028,Coolatai,1,New South Wales,237.5144
37998,10398120000,14107,Wallangra,1,New South Wales,396.60400000000004
37999,10398170000,10648,Bukkulla,1,New South Wales,111.3507
38000,10398000000,13061,Oakwood (NSW),1,New South Wales,1.0173
38006,10397940000,10897,Cherry Tree Hill,1,New South Wales,102.6935
38011,10398370000,13032,Nullamanna,1,New South Wales,65.1338
38013,10399790000,12159,Kingsland,1,New South Wales,75.7319
38017,10399770000,12152,Kings Plains (Inverell - NSW),1,New South Wales,96.4667
38018,10399800000,13707,Swan Vale,1,New South Wales,94.5876
38019,10398580000,13490,Sapphire,1,New South Wales,103.7264
38020,10398590000,14395,Woodstock (Inverell - NSW),1,New South Wales,83.0428
38022,10398632000,13708,Swanbrook,1,New South Wales,33.9554
38028,11205438700,14129,Wandera,1,New South Wales,4.7016
38029,10398670000,11408,Elsmore,1,New South Wales,47.6761
38030,10398661000,10586,Brodies Plains,1,New South Wales,31.4876
38032,10398640000,14131,Wandsworth,1,New South Wales,9.6724
38034,10399860000,13651,Stannifer,1,New South Wales,57.5652
38035,10398631000,12379,Long Plain (Inverell - NSW),1,New South Wales,46.0748
38036,10399830000,13149,Paradise (NSW),1,New South Wales,113.6091
38037,10399850000,13617,Spring Mountain (NSW),1,New South Wales,63.7053
38038,10399820000,12958,Newstead (NSW),1,New South Wales,86.1272
38044,10398430000,13079,Old Mill,1,New South Wales,3.2456
38051,10792860000,10565,Briarbrook,1,New South Wales,16.7226
38052,10336450000,11600,Georges Creek (NSW),1,New South Wales,22.0924
38056,10336730000,10225,Bassendean (NSW),1,New South Wales,75.0833
38058,10336760000,13645,Stanborough,1,New South Wales,25.3366
38064,10336750000,11947,Howell,1,New South Wales,70.6326
38068,10336770000,12946,New Valley,1,New South Wales,195.7336
38072,10336820000,13791,Tenterden (NSW),1,New South Wales,77.4426
38076,10337130000,10365,Bingara,1,New South Wales,0.2263
38082,10337540000,13130,Pallal,1,New South Wales,67.4009
38083,10337510000,11390,Elcombe,1,New South Wales,118.3061
38089,11209520000,14014,Upper Bingara,1,New South Wales,85.3194
38090,10338300000,10953,Cobbadah,1,New South Wales,275.4838
38093,10337330000,11259,Dinoga,1,New South Wales,24.8853
38103,10337430000,10175,Bangheet,1,New South Wales,56.9652
38107,10337663000,12082,Keera,1,New South Wales,13.39
38108,10337010000,11059,Copeton,1,New South Wales,18.7292
38110,10338270000,11804,Gundamulda,1,New South Wales,79.8517
38115,10338280000,11793,Gulf Creek,1,New South Wales,170.1003
38118,10338160000,11742,Gravesend,1,New South Wales,0.9494
38124,10337590000,14278,Whitlow,1,New South Wales,134.6012
38128,10337720000,12871,Myall Creek,1,New South Wales,36.4072
38130,10337490000,11628,Gineroi,1,New South Wales,36.4928
38146,10397580000,10107,Auburn Vale,1,New South Wales,63.6472
38148,10397750000,11796,Gum Flat,1,New South Wales,67.4842
38155,10397770000,12790,Mount Russell,1,New South Wales,69.8498
38157,10397570000,13373,Rob Roy,1,New South Wales,39.5347
38158,10398440000,12356,Little Plain,1,New South Wales,62.9743
38159,10397920000,11234,Delungra,1,New South Wales,278.0532
38160,10397912000,11734,Gragin,1,New South Wales,27.9212
38165,10337951000,14149,Warialda,1,New South Wales,410.7983
38168,10338210000,10152,Balfours Peak,1,New South Wales,170.9276
38169,10338260000,10418,Blue Nobby,1,New South Wales,199.8382
38172,10337930000,14456,Yallaroi,1,New South Wales,456.5534
38175,10337740000,14150,Warialda Rail,1,New South Wales,22.0838
38181,10337671000,14029,Upper Horton,1,New South Wales,47.3296
38182,10337020000,13383,Rocky Creek (Gwydir - NSW),1,New South Wales,245.8557
38184,10337521000,10124,Back Creek (Gwydir - NSW),1,New South Wales,119.9514
38249,10770712000,13723,Tabulam,1,New South Wales,23.5174
38253,10771450000,13792,Tenterfield,1,New South Wales,0.0766
38279,10997310000,13389,Rocky River (Tenterfield - NSW),1,New South Wales,51.1636
38280,10997300000,11290,Drake,1,New South Wales,9.4955
38297,10770860000,11545,Forest Land,1,New South Wales,85.9901
38302,10770660000,10500,Boorook,1,New South Wales,112.5309
38303,10997110000,10493,Boonoo Boonoo,1,New South Wales,7.5833
38304,10770380000,13485,Sandy Hill,1,New South Wales,5.2074
38306,10770080000,10479,Bookookoorara,1,New South Wales,3.2182
38310,10770230000,12346,Liston,1,New South Wales,0.1913
38311,10770241000,13436,Ruby Creek,1,New South Wales,29.0211
38313,10770250000,10050,Amosfield,1,New South Wales,58.0043
38330,10770651000,13369,Rivertree,1,New South Wales,175.7268
38334,10770360000,14010,Undercliffe,1,New South Wales,39.8319
38335,11204807300,12296,Legume,1,New South Wales,0.6643
38339,10770130000,12515,Maryland (Tenterfield - NSW),1,New South Wales,68.0967
38340,10770142000,11087,Cottonvale (NSW),1,New South Wales,9.8214
38344,10770192000,10013,Acacia Creek,1,New South Wales,6.2123
38345,10770223000,14440,Wylie Creek,1,New South Wales,75.3261
38348,10770221000,12399,Lower Acacia Creek,1,New South Wales,47.7582
38349,10770210000,11150,Cullendore,1,New South Wales,56.0779
38350,10771551000,14057,Urbenville,1,New South Wales,43.6194
38351,10997250000,12196,Koreelah,1,New South Wales,14.4621
38352,10997100000,14382,Woodenbong,1,New South Wales,15.1948
38353,10997200000,14046,Upper Tooloom,1,New South Wales,33.7354
38378,10771620000,10447,Bolivia,1,New South Wales,115.0972
38380,10770872000,13483,Sandy Flat,1,New South Wales,6.4153
38389,10771002000,12666,Mole River,1,New South Wales,27.5026
38392,10771630000,13543,Silent Grove,1,New South Wales,231.6659
38393,10770790000,11307,Dumaresq Valley,1,New South Wales,88.6231
38394,10770070000,13761,Tarban,1,New South Wales,8.3049
38395,10770060000,10127,Back Creek (Tenterfield - NSW),1,New South Wales,20.5484
38398,10771032000,12635,Mingoola (NSW),1,New South Wales,32.5754
38402,10770671000,14392,Woodside (NSW),1,New South Wales,126.3301
38409,10770740000,12008,Jennings,1,New South Wales,0.4009
38451,10770452000,13868,Timbarra (NSW),1,New South Wales,32.2092
38475,10523621000,12722,Moree,1,New South Wales,0.0163
38646,10523740000,13131,Pallamallawa,1,New South Wales,0.0133
38658,10523350000,11586,Garah,1,New South Wales,0.23800000000000002
38659,10522080000,10489,Boomi,1,New South Wales,1.2513
38675,10523860000,11125,Croppa Creek,1,New South Wales,57.213
38678,10523840000,10100,Ashley,1,New South Wales,331.7171
38679,10523503000,10441,Boggabilla,1,New South Wales,2.153
38691,10523870000,13959,Tulloona,1,New South Wales,320.4264
38696,11204905200,13008,North Star,1,New South Wales,0.0946
38703,10338240000,10492,Boonal,1,New South Wales,266.2989
38708,10338180000,11120,Crooble,1,New South Wales,239.3344
38710,11205017000,12843,Mungindi (NSW),1,New South Wales,0.1555
38728,10521930000,14213,Weemelah,1,New South Wales,579.0495
38737,10521950000,10658,Bullarah,1,New South Wales,691.0553
38741,10522000000,12459,Mallowa,1,New South Wales,731.7394
38742,10522010000,12621,Millie,1,New South Wales,305.44599999999997
38744,10523611000,10317,Berrigal,1,New South Wales,220.1401
38746,10522020000,11817,Gurley,1,New South Wales,953.5519
38748,10522200000,13806,Terry Hie Hie,1,New South Wales,8.3101
38758,10523540000,10369,Biniguy,1,New South Wales,0.2038
38759,10523770000,10266,Bellata,1,New South Wales,220.0594
38766,10534860000,12903,Narrabri,1,New South Wales,0.0644
38877,11205831800,14211,Wee Waa,1,New South Wales,0.1218
38898,10536810000,13027,Nowley,1,New South Wales,368.2954
38900,10536790000,12025,Jews Lagoon,1,New South Wales,321.7858
38901,10536780000,12572,Merah North,1,New South Wales,373.9761
38902,10534780000,10665,Bulyeroi,1,New South Wales,157.0163
38904,10536760000,11291,Drildool,1,New South Wales,256.8497
38905,10536821000,10483,Boolcarroll,1,New South Wales,141.6522
38906,10534790000,13618,Spring Plains,1,New South Wales,536.6302
38913,10536510000,11091,Couradda,1,New South Wales,3.6245
38918,10534930000,11455,Eulah Creek,1,New South Wales,10.2598
38920,10993890000,10660,Bullawa Creek,1,New South Wales,57.7581
38923,10536641000,12069,Kaputar,1,New South Wales,169.4142
38925,10536560000,11856,Harparary,1,New South Wales,86.5114
38926,10536650000,12526,Maules Creek,1,New South Wales,15.875
38930,10535000000,10120,Baan Baa,1,New South Wales,0.5474
38932,10536620000,13770,Tarriaro,1,New South Wales,104.3415
38933,10536610000,13981,Turrawan,1,New South Wales,84.2924
38937,10536200000,13832,The Pilliga,1,New South Wales,1165.3582
38938,10536730000,10444,Bohena Creek,1,New South Wales,194.715
38939,10536720000,14488,Yarrie Lake,1,New South Wales,172.4787
38944,10536210000,11993,Jacks Creek,1,New South Wales,20.9718
38949,11205748500,11380,Edgeroi,1,New South Wales,193.3481
38958,10993920000,11823,Gwabegar,1,New South Wales,54.4539
38960,10536770000,11182,Cuttabri,1,New South Wales,296.9395
38987,10335170000,11812,Gunnedah,1,New South Wales,0.0426
39182,10334530000,11169,Curlewis (NSW),1,New South Wales,0.0974
39192,10993940000,10442,Boggabri,1,New South Wales,0.0343
39213,10334450000,10832,Carroll,1,New South Wales,0.0087
39219,10335880000,13196,Piallaway,1,New South Wales,245.4132
39222,11205537800,10561,Breeza,1,New South Wales,5.4241
39228,10335910000,10823,Caroona,1,New South Wales,79.658
39229,10335902000,13619,Spring Ridge,1,New South Wales,62.5983
39235,10536550000,14206,Wean,1,New South Wales,123.4729
39240,10335801000,11412,Emerald Hill,1,New South Wales,56.0397
39245,10335940000,10419,Blue Vale,1,New South Wales,57.1208
39258,10335780000,14294,Willala,1,New South Wales,255.1369
39259,10335790000,11611,Ghoolendaadi,1,New South Wales,201.4351
39261,10335632000,12516,Marys Mount,1,New South Wales,107.2525
39265,10335750000,12820,Mullaley,1,New South Wales,311.6775
39275,10335822000,12626,Milroy (Gunnedah - NSW),1,New South Wales,150.4264
39279,11003450000,12081,Keepit,1,New South Wales,3.7536
39281,10334300000,12091,Kelvin,1,New South Wales,22.6266
39284,10335592000,13093,Orange Grove (NSW),1,New South Wales,38.4463
39287,10335730000,13313,Rangari,1,New South Wales,180.4999
39288,10494020000,14238,Werris Creek,1,New South Wales,0.0702
39312,10493900000,13301,Quirindi,1,New South Wales,0.2749
39357,11205546200,14098,Wallabadah,1,New South Wales,0.5819
39363,10493510000,11172,Currabubula,1,New South Wales,71.1936
39372,10493040000,13300,Quipolly,1,New South Wales,1.1468
39376,10494320000,11730,Gowrie (Tamworth Regional - NSW),1,New South Wales,23.0316
39386,10493673000,10544,Braefield,1,New South Wales,11.1978
39392,11204831300,14305,Willow Tree,1,New South Wales,66.25
39393,10494310000,10902,Chilcotts Creek,1,New South Wales,49.1181
39397,10492910000,10074,Ardglen,1,New South Wales,0.6554
39402,10494270000,12429,Macdonalds Creek,1,New South Wales,69.586
39403,10494260000,13157,Parraweena,1,New South Wales,254.9463
39404,10494280000,12353,Little Jacks Creek,1,New South Wales,99.1926
39405,10492890000,10343,Big Jacks Creek,1,New South Wales,90.8421
39406,10494340000,14160,Warrah,1,New South Wales,55.3336
39407,10492880000,14161,Warrah Creek,1,New South Wales,130.9034
39408,10494250000,10860,Cattle Creek (NSW),1,New South Wales,217.388
39409,10493180000,10398,Blackville,1,New South Wales,115.0581
39410,10493060000,13216,Pine Ridge,1,New South Wales,3.5636
39412,10493674000,14162,Warrah Ridge,1,New South Wales,83.0819
39415,10494220000,14327,Windy,1,New South Wales,137.1362
39420,10493320000,10673,Bundella,1,New South Wales,176.8015
39421,10494190000,14476,Yarraman (NSW),1,New South Wales,119.2335
39424,10494210000,11042,Coomoo Coomoo,1,New South Wales,163.5499
39427,10494140000,14464,Yannergee,1,New South Wales,152.9775
39436,10494180000,10981,Colly Blue,1,New South Wales,42.925
39438,11205847400,11914,Hillvue,1,New South Wales,0.0456
39445,10765872000,10748,Calala,1,New South Wales,16.4959
39468,10764910000,12164,Kingswood (Tamworth Regional - NSW),1,New South Wales,0.5027
39479,11204683300,13597,South Tamworth,1,New South Wales,2.9464
39508,10763660000,14252,West Tamworth,1,New South Wales,0.0422
39706,10762160000,13011,North Tamworth,1,New South Wales,0.0447
39764,11001840000,13746,Tamworth,1,New South Wales,0.0378
39793,10763671000,11363,East Tamworth,1,New South Wales,0.0381
39872,10762850000,13111,Oxley Vale,1,New South Wales,0.032
39906,10761340000,12926,Nemingha,1,New South Wales,0.0345
39939,10762951000,13745,Taminda,1,New South Wales,0.0643
39959,10764960000,14259,Westdale (Tamworth Regional - NSW),1,New South Wales,17.5015
40033,10766392000,12194,Kootingal,1,New South Wales,12.4851
40036,11204882700,11332,Duri,1,New South Wales,0.212
40039,10768172000,10381,Bithramere,1,New South Wales,34.7837
40041,10767420000,14336,Winton (NSW),1,New South Wales,32.0935
40043,11205660200,10065,Appleby,1,New South Wales,18.1519
40044,10767412000,14105,Wallamore,1,New South Wales,22.4158
